table_source,id_ligne,date_valeur,ire,nom_source,parametre,coord_x,coord_y,source_srid_assumed,candidate_count,geo_status,matched_table,matched_entity_id,matched_entity_name,matched_entity_class,distance_m,candidates
staging.raw_idp_2024_mesures_qualite_globale,30,2024-09-13,,S2 (Barrage de garde),NO3-,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,31,2024-09-13,,S2 (Barrage de garde),NO2-,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,32,2024-09-13,,S2 (Barrage de garde),Cl-,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,33,2024-09-13,,S2 (Barrage de garde),SO4--,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,34,2024-09-13,,S2 (Barrage de garde),Ca++,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,35,2024-09-13,,S2 (Barrage de garde),Mg++,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,36,2024-09-13,,S2 (Barrage de garde),TH,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,37,2024-09-13,,S2 (Barrage de garde),Na+,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,38,2024-09-13,,S2 (Barrage de garde),K+,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,39,2024-09-13,,S2 (Barrage de garde),CT,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,40,2024-09-13,,S2 (Barrage de garde),CF,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,41,2024-09-13,,S2 (Barrage de garde),SF,407303.0,432473.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,42,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),DCO,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,43,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),DBO5,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,44,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),NTK,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,45,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),NH4+ ,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,46,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),PT,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,47,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),PO43-,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,48,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),MES,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,49,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),NO3-,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,50,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),NO2-,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,51,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),Cl-,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,52,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),SO4--,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,53,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),Ca++,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,54,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),Mg++,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,55,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),TH,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,56,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),Na+,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,57,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),K+,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,58,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),CT,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,59,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),CF,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,60,2024-09-13,,S3 (Station Pompage Ferme (Amont Bge de garde),SF,408732.0,432361.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,61,2024-09-13,,S4 (Amont station pompage ferme),DCO,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,62,2024-09-13,,S4 (Amont station pompage ferme),DBO5,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,63,2024-09-13,,S4 (Amont station pompage ferme),NTK,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,64,2024-09-13,,S4 (Amont station pompage ferme),NH4+ ,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,65,2024-09-13,,S4 (Amont station pompage ferme),PT,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,66,2024-09-13,,S4 (Amont station pompage ferme),PO43-,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,67,2024-09-13,,S4 (Amont station pompage ferme),MES,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,68,2024-09-13,,S4 (Amont station pompage ferme),NO3-,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,69,2024-09-13,,S4 (Amont station pompage ferme),NO2-,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,70,2024-09-13,,S4 (Amont station pompage ferme),Cl-,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,71,2024-09-13,,S4 (Amont station pompage ferme),SO4--,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,72,2024-09-13,,S4 (Amont station pompage ferme),Ca++,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,73,2024-09-13,,S4 (Amont station pompage ferme),Mg++,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,74,2024-09-13,,S4 (Amont station pompage ferme),TH,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,75,2024-09-13,,S4 (Amont station pompage ferme),Na+,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,76,2024-09-13,,S4 (Amont station pompage ferme),K+,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,77,2024-09-13,,S4 (Amont station pompage ferme),CT,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,78,2024-09-13,,S4 (Amont station pompage ferme),CF,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,79,2024-09-13,,S4 (Amont station pompage ferme),SF,410306.0,433218.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,80,2024-09-13,,S5 (Aval ancien rejet sotrameg),DCO,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,81,2024-09-13,,S5 (Aval ancien rejet sotrameg),DBO5,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,82,2024-09-13,,S5 (Aval ancien rejet sotrameg),NTK,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,83,2024-09-13,,S5 (Aval ancien rejet sotrameg),NH4+ ,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,84,2024-09-13,,S5 (Aval ancien rejet sotrameg),PT,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,85,2024-09-13,,S5 (Aval ancien rejet sotrameg),PO43-,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,86,2024-09-13,,S5 (Aval ancien rejet sotrameg),MES,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,87,2024-09-13,,S5 (Aval ancien rejet sotrameg),NO3-,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,88,2024-09-13,,S5 (Aval ancien rejet sotrameg),NO2-,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,89,2024-09-13,,S5 (Aval ancien rejet sotrameg),Cl-,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,90,2024-09-13,,S5 (Aval ancien rejet sotrameg),SO4--,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,91,2024-09-13,,S5 (Aval ancien rejet sotrameg),Ca++,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,92,2024-09-13,,S5 (Aval ancien rejet sotrameg),Mg++,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,93,2024-09-13,,S5 (Aval ancien rejet sotrameg),TH,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,94,2024-09-13,,S5 (Aval ancien rejet sotrameg),Na+,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,95,2024-09-13,,S5 (Aval ancien rejet sotrameg),K+,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,96,2024-09-13,,S5 (Aval ancien rejet sotrameg),CT,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,97,2024-09-13,,S5 (Aval ancien rejet sotrameg),CF,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,98,2024-09-13,,S5 (Aval ancien rejet sotrameg),SF,411431.0,434938.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,99,2024-09-13,,S6 (Amont ancien rejet sotrameg),DCO,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,100,2024-09-13,,S6 (Amont ancien rejet sotrameg),DBO5,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,101,2024-09-13,,S6 (Amont ancien rejet sotrameg),NTK,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,102,2024-09-13,,S6 (Amont ancien rejet sotrameg),NH4+ ,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,103,2024-09-13,,S6 (Amont ancien rejet sotrameg),PT,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,104,2024-09-13,,S6 (Amont ancien rejet sotrameg),PO43-,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,105,2024-09-13,,S6 (Amont ancien rejet sotrameg),MES,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,106,2024-09-13,,S6 (Amont ancien rejet sotrameg),NO3-,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,107,2024-09-13,,S6 (Amont ancien rejet sotrameg),NO2-,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,108,2024-09-13,,S6 (Amont ancien rejet sotrameg),Cl-,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,109,2024-09-13,,S6 (Amont ancien rejet sotrameg),SO4--,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,110,2024-09-13,,S6 (Amont ancien rejet sotrameg),Ca++,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,111,2024-09-13,,S6 (Amont ancien rejet sotrameg),Mg++,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,112,2024-09-13,,S6 (Amont ancien rejet sotrameg),TH,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,113,2024-09-13,,S6 (Amont ancien rejet sotrameg),Na+,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,114,2024-09-13,,S6 (Amont ancien rejet sotrameg),K+,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,115,2024-09-13,,S6 (Amont ancien rejet sotrameg),CT,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,116,2024-09-13,,S6 (Amont ancien rejet sotrameg),CF,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,117,2024-09-13,,S6 (Amont ancien rejet sotrameg),SF,411388.0,436987.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,118,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),DCO,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,119,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),DBO5,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,120,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),NTK,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,121,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),NH4+ ,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,122,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),PT,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,123,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),PO43-,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,124,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),MES,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,125,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),NO3-,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,126,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),NO2-,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,127,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),Cl-,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,128,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),SO4--,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,129,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),Ca++,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,130,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),Mg++,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,131,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),TH,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,132,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),Na+,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,133,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),K+,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,134,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),CT,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,135,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),CF,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,136,2024-09-13,,S7 (Aval_Conf_Rejet_SAT (Sidi Allal Tazi),SF,413977.0,438108.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,137,2024-09-13,,S9 (Aval douar el fokra (sidi kamel),DCO,422480.0,434880.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,138,2024-09-13,,S9 (Aval douar el fokra (sidi kamel),DBO5,422480.0,434880.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,139,2024-09-13,,S9 (Aval douar el fokra (sidi kamel),NTK,422480.0,434880.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,140,2024-09-13,,S9 (Aval douar el fokra (sidi kamel),NH4+ ,422480.0,434880.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,141,2024-09-13,,S9 (Aval douar el fokra (sidi kamel),PT,422480.0,434880.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,142,2024-09-13,,S9 (Aval douar el fokra (sidi kamel),PO43-,422480.0,434880.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
staging.raw_idp_2024_mesures_qualite_globale,143,2024-09-13,,S9 (Aval douar el fokra (sidi kamel),MES,422480.0,434880.0,26191,0,GEO_ORPHAN_XY_2M,,,,,,
