edge_id,source_node,target_node,length_m,z_start,z_end,dz,slope,direction_status,confidence,qa_comment,review_status,review_decision,reviewer,review_comment
162,208,206,15000.000056625555,704.0,704.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
189,235,236,17143.01288576028,202.0,202.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
228,284,285,1621.503899910415,148.0,147.0,1.0,0.0006167114368674958,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
230,287,288,5000.000026166224,36.0,35.0,1.0,0.00019999999895335102,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
232,286,290,4999.999980355549,167.0,167.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
238,294,295,841.1252888084961,115.0,115.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
245,288,300,5000.000006974833,35.0,34.0,1.0,0.00019999999972100668,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
246,305,306,4778.3571311727665,24.0,23.0,1.0,0.0002092769486559007,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
250,306,313,5000.00002070129,23.0,22.0,1.0,0.0001999999991719484,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
260,316,276,4999.907771767798,359.0,359.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
268,328,195,4120.989076338957,9.0,8.0,1.0,0.0002426601918800497,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
269,327,328,5000.000017167454,8.0,9.0,-1.0,-0.00019999999931330186,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
273,245,329,1704.8908388297746,133.0,132.0,1.0,0.0005865478171531458,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
274,329,330,6.494666249001351,132.0,132.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
294,269,270,6188.093300860234,144.0,144.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
311,149,371,127.7491301484075,419.0,419.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
344,393,348,340.2440940010437,798.0,798.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
394,453,423,5540.093196581195,46.0,45.0,1.0,0.00018050237866343158,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
455,520,521,4972.343342202175,138.0,139.0,-1.0,-0.00020111241947285064,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
473,541,542,4999.999999480702,73.0,73.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
481,312,364,5518.527439291769,19.0,19.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
493,572,525,5542.468153350571,31.0,31.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
501,270,581,2696.8054016760316,144.0,144.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
502,581,582,1560.5624146362381,144.0,144.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
503,583,578,5535.007038451181,32.0,32.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
533,538,618,5000.000000017224,129.0,129.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
551,641,640,5376.343547885984,201.0,200.0,1.0,0.00018600001861733838,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
585,608,609,5564.177612719045,32.0,31.0,1.0,0.00017972107822620894,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
589,674,346,304.2077235909937,86.0,86.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
613,692,269,2950.2346997779455,145.0,144.0,1.0,0.00033895608375674884,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
617,696,608,10937.139665220138,33.0,32.0,1.0,9.143158363241697e-05,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
618,695,696,5193.32742871269,32.0,33.0,-1.0,-0.0001925547760519074,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
651,728,718,1264.1362970943155,0.0,0.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
653,730,731,10000.000029356823,3.0,2.0,1.0,9.999999970643178e-05,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
655,732,718,4654.5114450446345,0.0,0.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
656,718,719,345.4885999230754,0.0,0.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
664,430,329,6.833344510856902,132.0,132.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
665,329,330,6.494608749446885,132.0,132.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
666,330,441,5528.677477289445,132.0,132.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
668,448,449,5769.3515901183755,3.0,4.0,-1.0,-0.00017332970341290676,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
669,454,453,5558.096842417893,47.0,46.0,1.0,0.00017991769995230568,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
670,460,461,3049.3080540646033,54.0,53.0,1.0,0.00032794325213126327,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
672,475,460,5442.379746865811,55.0,54.0,1.0,0.00018374315033343376,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
676,556,557,5502.660324575432,100.0,99.0,1.0,0.00018173027972195554,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
682,575,448,5683.024588689124,4.0,3.0,1.0,0.0001759626382736917,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
684,585,579,5402.793309403432,6.0,6.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
686,561,545,4554.4942000693345,72.0,71.0,1.0,0.0002195633490947857,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
687,600,586,5384.744209100151,82.0,83.0,-1.0,-0.00018570984269039416,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
696,664,583,5538.775518063538,32.0,32.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
698,173,636,3542.920532101364,9.0,8.0,1.0,0.0002822530144098049,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
700,86,87,5184.559612672438,23.0,22.0,1.0,0.00019288041313204982,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
701,109,86,5396.45313515633,24.0,23.0,1.0,0.00018530689972739493,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
703,132,114,5276.971969187826,26.0,26.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
704,143,132,5444.644387987293,27.0,26.0,1.0,0.00018366672435142587,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
707,176,144,2600.6969297086,11.0,12.0,-1.0,-0.00038451231613214037,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
712,311,312,5426.517140968922,20.0,19.0,1.0,0.00018428026191057913,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
714,87,317,5534.403835649349,22.0,22.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
715,115,109,5257.862886992416,24.0,24.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
716,356,304,5516.677229567987,11.0,12.0,-1.0,-0.00018126853509577365,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
717,364,365,5439.180417415343,19.0,20.0,-1.0,-0.0001838512281736726,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
719,399,394,5472.1540238704565,14.0,14.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
720,405,399,5610.8015224943265,13.0,14.0,-1.0,-0.00017822765535207205,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
721,409,405,5702.539533686024,13.0,13.0,0.0,0.0,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
722,735,736,5402.282208011501,16.0,15.0,1.0,0.00018510695322747402,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
725,739,738,5376.302839973658,16.0,15.0,1.0,0.00018600142695921864,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
727,740,409,5538.757862520629,14.0,13.0,1.0,0.00018054589581659573,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
728,736,740,5504.9814023756435,15.0,14.0,1.0,0.00018165365637174644,FLAT_SEGMENT,LOW,Difference altimetrique <= 1 m; segment plat ou incertain a revoir.,TO_REVIEW,,,
