edge_id,source_node,target_node,length_m,z_start,z_end,dz,slope,direction_status,confidence,qa_comment,review_status,review_decision,reviewer,review_comment
17,26,27,3323.854553978787,87.0,109.0,-22.0,-0.006618821504588737,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
265,295,325,6798.231285859153,115.0,186.0,-71.0,-0.010443892979588013,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
270,308,323,4999.999994415491,180.0,186.0,-6.0,-0.0012000000013402822,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
272,324,244,15000.000014215982,167.0,172.0,-5.0,-0.0003333333330174226,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
278,253,259,4999.999994522535,648.0,697.0,-49.0,-0.00980000001073583,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
279,252,253,4999.999960676759,620.0,648.0,-28.0,-0.00560000004404203,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
293,310,346,5583.763807701203,78.0,86.0,-8.0,-0.001432725357932635,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
298,353,354,2408.946235008593,371.0,381.0,-10.0,-0.004151192689430999,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
299,354,355,4129.763515163741,381.0,385.0,-4.0,-0.0009685784634671517,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
317,346,377,5417.937342347949,86.0,99.0,-13.0,-0.0023994371249716675,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
318,377,378,4029.0402722306967,99.0,151.0,-52.0,-0.012906299388069893,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
329,136,388,4999.999907841691,380.0,387.0,-7.0,-0.001400000025804327,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
339,338,397,5000.000009302192,1315.0,1337.0,-22.0,-0.004399999991814071,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
365,137,138,5380.125338999306,40.0,45.0,-5.0,-0.0009293463785603908,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
374,371,84,9999.999953242283,419.0,458.0,-39.0,-0.0039000000182355097,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
388,368,370,5000.000017251583,1449.0,1504.0,-55.0,-0.010999999962046517,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
396,456,455,5280.390491410297,212.0,218.0,-6.0,-0.0011362796008666982,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
398,458,459,5468.3740171867485,688.0,725.0,-37.0,-0.006766179468286437,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
399,462,457,15257.78530068358,241.0,243.0,-2.0,-0.00013108062281557965,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
405,297,467,5049.4343251483215,450.0,535.0,-85.0,-0.016833568777529,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
415,468,476,1135.0970685383313,785.0,793.0,-8.0,-0.007047855396456648,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
416,477,478,5276.782304575428,365.0,448.0,-83.0,-0.015729282583447076,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
417,476,479,7963.526260316034,793.0,976.0,-183.0,-0.022979769767562445,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
421,480,485,5172.30381642614,389.0,450.0,-61.0,-0.011793584090377085,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
423,488,489,5435.936524905449,482.0,554.0,-72.0,-0.01324518777401514,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
429,482,494,4922.389974140832,311.0,332.0,-21.0,-0.004266220293459255,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
433,499,498,5216.9010813393525,277.0,322.0,-45.0,-0.008625810476062735,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
435,502,503,2709.63433064431,214.0,218.0,-4.0,-0.0014762139506288513,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
438,507,505,5207.091764863523,230.0,267.0,-37.0,-0.00710569386344774,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
448,251,512,1402.2719591435502,540.0,548.0,-8.0,-0.005705027436251431,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
456,485,483,5161.5431513866715,450.0,517.0,-67.0,-0.012980614137072584,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
458,478,488,5290.309220463182,448.0,482.0,-34.0,-0.006426845498649926,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
459,461,522,4999.999921818867,53.0,60.0,-7.0,-0.0014000000218907177,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
460,523,524,4999.999976444216,158.0,175.0,-17.0,-0.003400000016017933,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
462,527,528,5362.085637232712,231.0,235.0,-4.0,-0.0007459783880035786,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
463,528,529,4637.914383736977,235.0,257.0,-22.0,-0.004743511453584361,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
464,530,527,2919.3580793929905,203.0,231.0,-28.0,-0.009591149574163207,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
466,524,531,569.4755537563772,175.0,206.0,-31.0,-0.05443605049508739,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
467,534,523,5000.000005521894,154.0,158.0,-4.0,-0.0007999999991164969,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
468,535,534,4999.999987864581,134.0,154.0,-20.0,-0.004000000009708335,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
469,536,537,44.83090046974696,103.0,109.0,-6.0,-0.13383625885562914,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
470,537,538,4955.169099512041,109.0,129.0,-20.0,-0.004036189199268597,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
472,540,535,4569.003335781508,113.0,134.0,-21.0,-0.004596188371223424,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
475,547,539,9999.999927951088,101.0,149.0,-48.0,-0.004800000034583478,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
476,548,549,2378.4057615827396,88.0,97.0,-9.0,-0.0037840473418677047,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
478,542,547,10000.000044929231,73.0,101.0,-28.0,-0.0027999999874198152,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
482,522,541,4999.999980971375,60.0,73.0,-13.0,-0.0026000000098948847,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
488,563,566,5000.000034264852,142.0,150.0,-8.0,-0.0015999999890352475,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
490,528,554,4999.869256332496,235.0,355.0,-120.0,-0.0240006275860146,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
491,529,569,9999.99997544943,257.0,392.0,-135.0,-0.013500000033143271,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
492,570,571,2672.520289874785,1431.0,1446.0,-15.0,-0.005612679558254278,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
494,573,570,10000.000139916721,1252.0,1431.0,-179.0,-0.017899999749549072,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
495,574,573,10000.00006185529,1089.0,1252.0,-163.0,-0.01629999989917588,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
496,576,574,10000.00001493031,875.0,1089.0,-214.0,-0.021399999968049137,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
497,577,576,10000.000385015765,727.0,875.0,-148.0,-0.01479999943017669,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
498,578,471,5444.19698832352,32.0,88.0,-56.0,-0.010286181804241543,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
499,580,577,10000.0005341533,646.0,727.0,-81.0,-0.00809999956733585,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
504,569,580,10000.000097042888,392.0,646.0,-254.0,-0.025399999753511066,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
507,532,458,5291.963043989012,594.0,688.0,-94.0,-0.017762784663957903,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
510,593,594,6342.443057153748,206.0,240.0,-34.0,-0.005360710327805124,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
513,596,595,5000.000000011905,32.0,55.0,-23.0,-0.004599999999989047,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
516,590,601,10000.000261540763,159.0,163.0,-4.0,-0.00039999998953836976,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
518,459,603,2509.180486042187,725.0,789.0,-64.0,-0.025506335776167822,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
522,605,602,5000.00000000506,58.0,60.0,-2.0,-0.0003999999999995952,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
527,614,606,5000.000000000125,75.0,80.0,-5.0,-0.000999999999999975,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
532,592,617,212.7485034381901,20.0,24.0,-4.0,-0.01880154236272746,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
534,618,619,5000.000000003948,129.0,146.0,-17.0,-0.0033999999999973153,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
535,619,620,4999.999999999327,146.0,196.0,-50.0,-0.010000000000001346,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
536,620,621,3010.1560929278567,196.0,282.0,-86.0,-0.028569946987815936,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
538,623,624,2233.4484101039543,226.0,278.0,-52.0,-0.023282382420277036,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
550,640,639,5700.48305048499,200.0,242.0,-42.0,-0.007367796663552345,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
552,642,572,5393.270752976329,29.0,31.0,-2.0,-0.0003708324858150836,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
553,643,641,5535.843779121625,198.0,201.0,-3.0,-0.0005419228070189531,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
560,355,651,5501.196459798477,385.0,415.0,-30.0,-0.005453359140912953,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
561,651,652,7519.195067752325,415.0,488.0,-73.0,-0.009708485993810176,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
566,660,658,5514.00028792408,246.0,275.0,-29.0,-0.005259339587542526,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
577,609,670,16410.482622620286,31.0,39.0,-8.0,-0.00048749327999487123,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
596,653,654,5345.900805802723,254.0,281.0,-27.0,-0.005050598763578399,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
597,654,679,16505.09083433313,281.0,367.0,-86.0,-0.0052105135841547,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
600,680,681,11069.32819469988,489.0,523.0,-34.0,-0.0030715504502142766,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
601,681,682,5598.158764520536,523.0,830.0,-307.0,-0.054839459349683796,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
602,683,684,11124.38558325075,869.0,985.0,-116.0,-0.010427542189355024,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
603,685,683,5472.1703488687735,768.0,869.0,-101.0,-0.01845702775332626,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
606,684,687,5657.205191686366,985.0,1197.0,-212.0,-0.03747433455508171,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
608,689,690,16328.490661692016,42.0,55.0,-13.0,-0.000796154419250707,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
609,670,689,5370.835475025332,39.0,42.0,-3.0,-0.0005585723141120517,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
610,690,73,5284.130737267908,55.0,66.0,-11.0,-0.0020817047395173664,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
611,74,309,5425.058352321869,67.0,75.0,-8.0,-0.0014746385163905346,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
616,694,695,5422.4047516376295,29.0,32.0,-3.0,-0.0005532600640138427,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
623,678,702,8445.867398099375,738.0,778.0,-40.0,-0.004736044045517627,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
624,703,704,3930.550965444814,415.0,419.0,-4.0,-0.0010176690329589267,FLOW_REVERSED_SUSPECTED,NEED_REVIEW,Altitude de fin superieure a altitude de debut; inversion potentielle a arbitrer.,TO_REVIEW,,,
