raw_source_type,canonical_source_type_code,canonical_source_type_label,pollution_category,is_active,validation_status,validated_by,comments
STATION DAR EL ARSA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL REJET MEKNES,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
POINT RP1 AVAL TAZA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
MERJA FOUARATE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE AHMED GHARAS,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS MANSOUR CHERINI,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
STATION AZIB SOLTANE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PA SIDI MOKHFI,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AMONT BARRAGE DE GARDE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS MOHAMED CHEHYMA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS BACHEKAR HASSAN,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE ONEP BEN AOUDA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL STEP AZROU,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BFK_PDOM1_R1 (EM),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
Rejet Industriel (SMK),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
SBA_DOM1_R1 (EM),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL VILLAGE AIT SIBERNE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PT. O. BEHT AVAL BIORISINE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
Aval STEP (Aval Conf. Chaaba avec Oued Tiflet),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS DAR BEL GHAZI,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL STEP EL HAJEB,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL STEP IMOUZZER MARMOUCHA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE ABD NBI BOUTABEQ,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL REJET INDUSTRIEL MERJA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
STATION BAB MARZOUKA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL STEP SIDI KACEM,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL STEP SIDI YAHYA EL GHARB,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AMONT STEP KENITRA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL REJET TIFELT,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AMONT STEP KHEMISSET,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL STEP KHEMISSET,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL STEP KARIAT BA MOHAMED,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL STEP IFRANE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL STEP FES,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL STEP TAHLA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
STATION AVAL GHAFSAI,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL STEP TAOUNATE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PT RP 21 (OUED BOUFEKRANE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PONT RS 302,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AMONT STEP TAOUNATE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AVAL CONFLUENCE SEBOU-RDAT,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PONT KROUMAN,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS STATION DAR SALEM,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE ONEP KSAIBIA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS KHLIFI RAMOU,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS FERME BENNANI,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE DOMAINE JAWHARA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS BEN SMIME,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
SOURCE ABATTOIR,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS SOUK EL HAD (GHAFSAI),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
STATION RP 26,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FOUM KHNEG,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
SOURCE AMMES DECHQUONDA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PONT PORTUGAIS,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
STATION BAB OUENDER,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
STATION HAMMAM,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
STATION HAJRIA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS KBIR BOUTARTA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS FERME ZNIBER SADEK,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS BRIQUETERIE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS MOHAMED HASSANI,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE SOCHATOUR,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS AIN ASSOU,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE BARRAGE DE GARDE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE FERME ZNAIBER,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS DOUAR BEL KOURA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE FERME HAJ MOUHCINE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE HUILERIE TALAA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS LOUTFI BENKAMLEH,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE FERME HADDADI,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS FOURRIERE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS LAZZOU ABD WAHD,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE ATTO MILOUD,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS LABYAR (AIN DORRIJ),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS RAS TABOUDA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
SOURCE AKBOUB,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
SOURCE RAS EL AIN,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS LHAMMANI BRAHIM,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS HRICHMANE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS AIT YADINE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS AVAL BOULEMANE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
FORAGE AFAQFAQ,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS ONEP GUIGUO,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS ONEP AIN AICHA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS HABRI HADOU,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
SOURCE MASSEGAL,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS FERME BEN ALI (NOUVEAU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS AHMED JIRRARI,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS DOUAR OUERSEFAN,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS GHOUAZI OUAZZAA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PUITS BADIA SAHLI,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
Amont STEP Khémisset,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
Aval STEP Khémisset,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
DAYAT FOUARATE,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R1 EM (R1: SHZ-DOM2-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R2 EM  (R2: SHZ-DOM2-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
TAZ_PDOM_R6,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
SMK_PDOM1_R2,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
PA Aval Village Tigrigra,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
AZR_PDOM1_R1,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET MERJA FOUARATE AIN SEBAA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
MSA_DOM1,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
RG_TFL_1,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R3 EM  (R3: SHZ-DOM1-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
DAYAT SIDI BOUGHABA,,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
LAGUNE MERJA ZARGA (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE DE GARDE  (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE DE GARDE  (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE BOUHOUDA (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE BOUHOUDA (MILIEU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE BOUHOUDA (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE ASFALOU (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE ASFALOU (MILIEU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE ASFALOU (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE EL WAHDA (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE EL WAHDA (MILIEU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE EL WAHDA (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE BAB LOUTA (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE BAB LOUTA (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE BAB LOUTA (MILIEU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE IDRISS 1ER (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE IDRISS 1ER (MILIEU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE IDRISS 1ER (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE SAHLA (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE SAHLA (MILIEU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE SAHLA (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE M'DEZ (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE M'DEZ (MILIEU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE M'DEZ (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE ALLAL EL FASSI (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE ALLAL EL FASSI (MILIEU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE ALLAL EL FASSI (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE SIDI ECHAHED (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE SIDI ECHAHED (MILIEU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE SIDI ECHAHED (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE OULJET SOLTANE (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE OULJET SOLTANE (MILIEU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE OULJET SOLTANE (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE EL KANSRA (SURFACE),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE EL KANSRA (MILIEU),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
BARRAGE EL KANSRA (FOND),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R5 EM (R5: LOD-DOM-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R6 EM  (R6: ORG-DOM-R3),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R4 EM (R4: SHZ-DOM3-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R7 EM  (R7: JEM-DOM-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R8 EM (R8: LMJ-DOM-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R9 EM (R9: TRL-DOM-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R10 EM (R10: KNH-DOM-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R11 EM (R11: NTR-DOM-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R12 EM (R12: MBK-DOM-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
S2 (Barrage de garde),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
S1 (Aval_conf_Rejet_MOG (Mograne),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
S3 (Station Pompage Ferme (Amont Bge de garde),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R1 EP (R1: SHZ-DOM2-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R2 EP  (R2: SHZ-DOM2-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R5 EP (R5: LOD-DOM-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R6 EP  (R6: ORG-DOM-R3),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R4 EP (R4: SHZ-DOM3-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R7 EP  (R7: JEM-DOM-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R8 EP (R8: LMJ-DOM-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R9 EP (R9: TRL-DOM-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R3 EP  (R3: SHZ-DOM1-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R10 EP (R10: KNH-DOM-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R11 EP (R11: NTR-DOM-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R12 EP (R12: MBK-DOM-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R5 (R5: LOD-DOM-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R4  (R4: SHZ-DOM3-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R1 (R1: SHZ-DOM2-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R2 (R2: SHZ-DOM2-R2),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R3  (R3: SHZ-DOM1-R1),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
REJET R6 (R6: ORG-DOM-R3),,,,true,TO_VALIDATE,,Valeur candidate issue des libellés de sites; à confirmer comme typologie ou simple nom de point.
